"x"
"Month","HBT","TotalOperations","TotalOperationsQF","TotalCancelled","TotalCancelledQF","CancelledByPatientReason","CancelledByPatientReasonQF","ClinicalReason","ClinicalReasonQF","NonClinicalCapacityReason","NonClinicalCapacityReasonQF","OtherReason","OtherReasonQF"
202010,"S08000029",1117,NA,53,NA,11,NA,35,NA,7,NA,0,NA
202010,"S08000030",1475,NA,76,NA,16,NA,36,NA,21,NA,3,NA
202010,"S08000031",4343,NA,313,NA,76,NA,152,NA,75,NA,10,NA
202010,"S08000032",1231,NA,107,NA,25,NA,44,NA,34,NA,4,NA
202010,"SB0801",1037,NA,50,NA,9,NA,16,NA,25,NA,0,NA
202011,"S08000015",726,NA,59,NA,15,NA,30,NA,12,NA,2,NA
202011,"S08000016",165,NA,5,NA,2,NA,2,NA,1,NA,0,NA
202011,"S08000017",1345,NA,95,NA,15,NA,57,NA,20,NA,3,NA
202011,"S08000019",590,NA,39,NA,9,NA,29,NA,1,NA,0,NA
202011,"S08000020",2141,NA,166,NA,50,NA,35,NA,66,NA,15,NA
202011,"S08000022",792,NA,68,NA,8,NA,31,NA,29,NA,0,NA
202011,"S08000024",3244,NA,286,NA,118,NA,119,NA,32,NA,17,NA
202011,"S08000025",239,NA,16,NA,6,NA,4,NA,6,NA,0,NA
202011,"S08000026",142,NA,8,NA,3,NA,5,NA,0,NA,0,NA
202011,"S08000028",92,NA,4,NA,3,NA,1,NA,0,NA,0,NA
202011,"S08000029",1086,NA,62,NA,13,NA,30,NA,18,NA,1,NA
202011,"S08000030",1304,NA,52,NA,21,NA,17,NA,9,NA,5,NA
202011,"S08000031",4139,NA,334,NA,80,NA,131,NA,116,NA,7,NA
202011,"S08000032",863,NA,95,NA,21,NA,45,NA,12,NA,17,NA
202011,"SB0801",1048,NA,43,NA,17,NA,16,NA,10,NA,0,NA
202012,"S08000015",649,NA,52,NA,7,NA,33,NA,11,NA,1,NA
202012,"S08000016",144,NA,15,NA,2,NA,1,NA,12,NA,0,NA
202012,"S08000017",1247,NA,84,NA,16,NA,55,NA,12,NA,1,NA
202012,"S08000019",523,NA,25,NA,5,NA,20,NA,0,NA,0,NA
202012,"S08000020",2050,NA,219,NA,56,NA,60,NA,92,NA,11,NA
202012,"S08000022",767,NA,140,NA,30,NA,24,NA,85,NA,1,NA
202012,"S08000024",2827,NA,222,NA,98,NA,79,NA,37,NA,8,NA
202012,"S08000025",232,NA,15,NA,4,NA,0,NA,11,NA,0,NA
202012,"S08000026",117,NA,4,NA,0,NA,3,NA,1,NA,0,NA
202012,"S08000028",84,NA,3,NA,0,NA,2,NA,0,NA,1,NA
202012,"S08000029",891,NA,55,NA,14,NA,21,NA,18,NA,2,NA
202012,"S08000030",1122,NA,46,NA,12,NA,26,NA,7,NA,1,NA
202012,"S08000031",3725,NA,254,NA,44,NA,131,NA,73,NA,6,NA
202012,"S08000032",938,NA,66,NA,17,NA,26,NA,9,NA,14,NA
202012,"SB0801",1424,NA,57,NA,14,NA,30,NA,13,NA,0,NA
202101,"S08000015",285,NA,12,NA,1,NA,7,NA,4,NA,0,NA
202101,"S08000016",46,NA,5,NA,3,NA,0,NA,2,NA,0,NA
202101,"S08000017",626,NA,33,NA,14,NA,16,NA,2,NA,1,NA
202101,"S08000019",492,NA,47,NA,12,NA,23,NA,12,NA,0,NA
202101,"S08000020",1280,NA,126,NA,35,NA,34,NA,50,NA,7,NA
202101,"S08000022",464,NA,46,NA,20,NA,19,NA,6,NA,1,NA
202101,"S08000024",2731,NA,307,NA,94,NA,91,NA,102,NA,20,NA
202101,"S08000025",202,NA,16,NA,9,NA,4,NA,3,NA,0,NA
202101,"S08000026",108,NA,3,NA,0,NA,2,NA,0,NA,1,NA
202101,"S08000028",72,NA,4,NA,0,NA,3,NA,1,NA,0,NA
202101,"S08000029",197,NA,11,NA,2,NA,6,NA,3,NA,0,NA
202101,"S08000030",870,NA,54,NA,18,NA,17,NA,13,NA,6,NA
202101,"S08000031",2385,NA,200,NA,44,NA,79,NA,69,NA,8,NA
202101,"S08000032",639,NA,52,NA,17,NA,9,NA,5,NA,21,NA
202101,"SB0801",1433,NA,52,NA,18,NA,27,NA,7,NA,0,NA
202102,"S08000015",252,NA,14,NA,3,NA,8,NA,0,NA,3,NA
202102,"S08000016",74,NA,6,NA,0,NA,0,NA,6,NA,0,NA
202102,"S08000017",736,NA,51,NA,13,NA,35,NA,2,NA,1,NA
202102,"S08000019",226,NA,17,NA,6,NA,11,NA,0,NA,0,NA
202102,"S08000020",1454,NA,117,NA,43,NA,33,NA,33,NA,8,NA
202102,"S08000022",434,NA,66,NA,16,NA,17,NA,32,NA,1,NA
202102,"S08000024",2944,NA,253,NA,106,NA,94,NA,39,NA,14,NA
202102,"S08000025",246,NA,23,NA,10,NA,5,NA,8,NA,0,NA
202102,"S08000026",135,NA,5,NA,3,NA,2,NA,0,NA,0,NA
202102,"S08000028",28,NA,1,NA,1,NA,0,NA,0,NA,0,NA
202102,"S08000029",672,NA,46,NA,7,NA,15,NA,8,NA,16,NA
202102,"S08000030",872,NA,50,NA,29,NA,10,NA,4,NA,7,NA
202102,"S08000031",2157,NA,122,NA,33,NA,50,NA,38,NA,1,NA
202102,"S08000032",563,NA,40,NA,12,NA,19,NA,5,NA,4,NA
202102,"SB0801",1541,NA,59,NA,17,NA,30,NA,12,NA,0,NA
202103,"S08000015",386,NA,29,NA,4,NA,21,NA,3,NA,1,NA
202103,"S08000016",148,NA,8,NA,5,NA,1,NA,2,NA,0,NA
202103,"S08000017",1264,NA,75,NA,20,NA,31,NA,24,NA,0,NA
202103,"S08000019",755,NA,48,NA,14,NA,33,NA,1,NA,0,NA
202103,"S08000020",1917,NA,171,NA,44,NA,59,NA,58,NA,10,NA
202103,"S08000022",597,NA,51,NA,9,NA,23,NA,19,NA,0,NA
202103,"S08000024",3450,NA,246,NA,96,NA,96,NA,45,NA,9,NA
202103,"S08000025",263,NA,12,NA,2,NA,6,NA,4,NA,0,NA
202103,"S08000026",206,NA,6,NA,1,NA,5,NA,0,NA,0,NA
202103,"S08000028",69,NA,14,NA,1,NA,3,NA,9,NA,1,NA
202103,"S08000029",1048,NA,44,NA,9,NA,25,NA,8,NA,2,NA
202103,"S08000030",996,NA,38,NA,9,NA,16,NA,1,NA,12,NA
202103,"S08000031",3724,NA,195,NA,41,NA,90,NA,64,NA,0,NA
202103,"S08000032",1064,NA,73,NA,22,NA,32,NA,15,NA,4,NA
202103,"SB0801",1868,NA,101,NA,21,NA,50,NA,30,NA,0,NA
202104,"S08000015",677,NA,47,NA,12,NA,25,NA,8,NA,2,NA
202104,"S08000016",143,NA,5,NA,1,NA,2,NA,2,NA,0,NA
202104,"S08000017",1293,NA,81,NA,24,NA,39,NA,15,NA,3,NA
202104,"S08000019",805,NA,41,NA,9,NA,31,NA,1,NA,0,NA
202104,"S08000020",2115,NA,173,NA,43,NA,70,NA,43,NA,17,NA
202104,"S08000022",625,NA,33,NA,16,NA,13,NA,3,NA,1,NA
202104,"S08000024",3184,NA,220,NA,87,NA,83,NA,37,NA,13,NA
202104,"S08000025",230,NA,13,NA,4,NA,2,NA,7,NA,0,NA
202104,"S08000026",151,NA,11,NA,3,NA,1,NA,7,NA,0,NA
202104,"S08000028",113,NA,3,NA,2,NA,1,NA,0,NA,0,NA
202104,"S08000029",1021,NA,56,NA,8,NA,22,NA,18,NA,8,NA
202104,"S08000030",1297,NA,62,NA,19,NA,20,NA,20,NA,3,NA
202104,"S08000031",4091,NA,234,NA,44,NA,143,NA,46,NA,1,NA
202104,"S08000032",1309,NA,97,NA,41,NA,36,NA,16,NA,4,NA
202104,"SB0801",1576,NA,65,NA,6,NA,30,NA,29,NA,0,NA
202105,"S08000015",1018,NA,71,NA,13,NA,41,NA,17,NA,0,NA
202105,"S08000016",168,NA,5,NA,1,NA,2,NA,2,NA,0,NA
202105,"S08000017",1400,NA,71,NA,10,NA,46,NA,13,NA,2,NA
202105,"S08000019",793,NA,62,NA,24,NA,35,NA,3,NA,0,NA
202105,"S08000020",2160,NA,166,NA,34,NA,70,NA,54,NA,8,NA
202105,"S08000022",732,NA,46,NA,17,NA,22,NA,7,NA,0,NA
202105,"S08000024",3161,NA,260,NA,111,NA,87,NA,52,NA,10,NA
202105,"S08000025",232,NA,9,NA,2,NA,3,NA,4,NA,0,NA
202105,"S08000026",185,NA,2,NA,1,NA,1,NA,0,NA,0,NA
202105,"S08000028",85,NA,5,NA,0,NA,3,NA,0,NA,2,NA
202105,"S08000029",1191,NA,49,NA,9,NA,26,NA,14,NA,0,NA
202105,"S08000030",1343,NA,57,NA,15,NA,23,NA,15,NA,4,NA
202105,"S08000031",4407,NA,259,NA,53,NA,130,NA,63,NA,13,NA
202105,"S08000032",1525,NA,140,NA,61,NA,64,NA,13,NA,2,NA
202105,"SB0801",1681,NA,67,NA,16,NA,34,NA,17,NA,0,NA
202106,"S08000015",1191,NA,111,NA,17,NA,76,NA,17,NA,1,NA
202106,"S08000016",215,NA,15,NA,0,NA,1,NA,14,NA,0,NA
202106,"S08000017",1455,NA,98,NA,20,NA,58,NA,15,NA,5,NA
202106,"S08000019",828,NA,60,NA,13,NA,10,NA,8,NA,29,NA
202106,"S08000020",1978,NA,188,NA,40,NA,56,NA,79,NA,13,NA
202106,"S08000022",930,NA,83,NA,34,NA,33,NA,16,NA,0,NA
202106,"S08000024",3625,NA,355,NA,186,NA,95,NA,67,NA,7,NA
202106,"S08000025",274,NA,16,NA,6,NA,2,NA,8,NA,0,NA
202106,"S08000026",148,NA,8,NA,3,NA,5,NA,0,NA,0,NA
202106,"S08000028",98,NA,6,NA,2,NA,4,NA,0,NA,0,NA
202106,"S08000029",1225,NA,70,NA,11,NA,33,NA,26,NA,0,NA
202106,"S08000030",1491,NA,75,NA,21,NA,14,NA,34,NA,6,NA
202106,"S08000031",5119,NA,330,NA,70,NA,163,NA,86,NA,11,NA
202106,"S08000032",1634,NA,135,NA,47,NA,58,NA,20,NA,10,NA
202106,"SB0801",1803,NA,93,NA,32,NA,34,NA,27,NA,0,NA
202107,"S08000015",953,NA,94,NA,20,NA,54,NA,20,NA,0,NA
202107,"S08000016",217,NA,23,NA,2,NA,4,NA,17,NA,0,NA
202107,"S08000017",1274,NA,89,NA,19,NA,45,NA,16,NA,9,NA
202107,"S08000019",632,NA,46,NA,16,NA,10,NA,7,NA,13,NA
202107,"S08000020",1813,NA,153,NA,34,NA,44,NA,69,NA,6,NA
202107,"S08000022",833,NA,178,NA,25,NA,28,NA,125,NA,0,NA
202107,"S08000024",3039,NA,314,NA,107,NA,83,NA,96,NA,28,NA
202107,"S08000025",275,NA,19,NA,2,NA,1,NA,16,NA,0,NA
202107,"S08000026",118,NA,10,NA,5,NA,1,NA,4,NA,0,NA
202107,"S08000028",107,NA,8,NA,1,NA,4,NA,2,NA,1,NA
202107,"S08000029",1129,NA,73,NA,16,NA,37,NA,20,NA,0,NA
202107,"S08000030",1197,NA,61,NA,12,NA,21,NA,27,NA,1,NA
202107,"S08000031",4238,NA,291,NA,66,NA,108,NA,89,NA,28,NA
202107,"S08000032",1343,NA,134,NA,41,NA,50,NA,31,NA,12,NA
202107,"SB0801",2072,NA,116,NA,36,NA,37,NA,43,NA,0,NA
202108,"S08000015",910,NA,74,NA,13,NA,47,NA,13,NA,1,NA
202108,"S08000016",152,NA,37,NA,2,NA,1,NA,34,NA,0,NA
202108,"S08000017",1348,NA,112,NA,29,NA,61,NA,18,NA,4,NA
202108,"S08000019",805,NA,55,NA,19,NA,10,NA,7,NA,19,NA
202108,"S08000020",1849,NA,159,NA,33,NA,67,NA,56,NA,3,NA
202108,"S08000022",860,NA,115,NA,30,NA,26,NA,59,NA,0,NA
202108,"S08000024",3274,NA,341,NA,138,NA,82,NA,92,NA,29,NA
202108,"S08000025",289,NA,16,NA,5,NA,5,NA,6,NA,0,NA
202108,"S08000026",122,NA,7,NA,2,NA,5,NA,0,NA,0,NA
202108,"S08000028",98,NA,2,NA,1,NA,1,NA,0,NA,0,NA
202108,"S08000029",1058,NA,53,NA,9,NA,25,NA,19,NA,0,NA
202108,"S08000030",1334,NA,81,NA,20,NA,31,NA,27,NA,3,NA
202108,"S08000031",4451,NA,319,NA,78,NA,150,NA,73,NA,18,NA
202108,"S08000032",1641,NA,144,NA,56,NA,64,NA,19,NA,5,NA
202108,"SB0801",2340,NA,199,NA,70,NA,56,NA,73,NA,0,NA
202109,"S08000015",748,NA,73,NA,15,NA,42,NA,16,NA,0,NA
202109,"S08000016",101,NA,7,NA,2,NA,1,NA,4,NA,0,NA
202109,"S08000017",1289,NA,110,NA,20,NA,55,NA,32,NA,3,NA
202109,"S08000019",820,NA,127,NA,16,NA,8,NA,72,NA,31,NA
202109,"S08000020",1987,NA,227,NA,41,NA,91,NA,78,NA,17,NA
202109,"S08000022",619,NA,69,NA,8,NA,19,NA,42,NA,0,NA
202109,"S08000024",2979,NA,348,NA,127,NA,91,NA,101,NA,29,NA
202109,"S08000025",249,NA,15,NA,4,NA,1,NA,10,NA,0,NA
202109,"S08000026",137,NA,7,NA,1,NA,6,NA,0,NA,0,NA
202109,"S08000028",70,NA,6,NA,0,NA,4,NA,1,NA,1,NA
202109,"S08000029",1089,NA,68,NA,18,NA,29,NA,20,NA,1,NA
202109,"S08000030",1511,NA,84,NA,27,NA,38,NA,16,NA,3,NA
202109,"S08000031",2404,NA,192,NA,51,NA,62,NA,73,NA,6,NA
202109,"S08000032",922,NA,86,NA,37,NA,26,NA,16,NA,7,NA
202109,"SB0801",2225,NA,125,NA,51,NA,48,NA,26,NA,0,NA
202110,"S08000015",788,NA,54,NA,15,NA,33,NA,5,NA,1,NA
202110,"S08000016",125,NA,18,NA,3,NA,1,NA,14,NA,0,NA
202110,"S08000017",1199,NA,111,NA,33,NA,55,NA,22,NA,1,NA
202110,"S08000019",719,NA,58,NA,19,NA,23,NA,7,NA,9,NA
202110,"S08000020",1781,NA,187,NA,38,NA,70,NA,64,NA,15,NA
202110,"S08000022",587,NA,74,NA,14,NA,21,NA,39,NA,0,NA
202110,"S08000024",2872,NA,317,NA,124,NA,90,NA,91,NA,12,NA
202110,"S08000025",275,NA,24,NA,6,NA,1,NA,17,NA,0,NA
202110,"S08000026",159,NA,8,NA,3,NA,4,NA,1,NA,0,NA
202110,"S08000028",116,NA,11,NA,2,NA,6,NA,2,NA,1,NA
202110,"S08000029",946,NA,70,NA,11,NA,21,NA,38,NA,0,NA
202110,"S08000030",1281,NA,64,NA,16,NA,29,NA,15,NA,4,NA
202110,"S08000031",2719,NA,176,NA,42,NA,76,NA,57,NA,1,NA
202110,"S08000032",993,NA,76,NA,36,NA,28,NA,10,NA,2,NA
202110,"SB0801",2144,NA,137,NA,52,NA,60,NA,25,NA,0,NA
202111,"S08000015",1064,NA,120,NA,19,NA,68,NA,32,NA,1,NA
202111,"S08000016",188,NA,19,NA,4,NA,6,NA,9,NA,0,NA
202111,"S08000017",1238,NA,115,NA,23,NA,52,NA,36,NA,4,NA
202111,"S08000019",997,NA,83,NA,36,NA,31,NA,3,NA,13,NA
202111,"S08000020",2070,NA,202,NA,59,NA,73,NA,58,NA,12,NA
202111,"S08000022",846,NA,97,NA,24,NA,25,NA,48,NA,0,NA
202111,"S08000024",3075,NA,251,NA,121,NA,69,NA,50,NA,11,NA
202111,"S08000025",312,NA,25,NA,8,NA,4,NA,13,NA,0,NA
202111,"S08000026",178,NA,6,NA,2,NA,2,NA,2,NA,0,NA
202111,"S08000028",132,NA,5,NA,2,NA,3,NA,0,NA,0,NA
202111,"S08000029",1207,NA,75,NA,14,NA,35,NA,26,NA,0,NA
202111,"S08000030",1603,NA,83,NA,24,NA,32,NA,25,NA,2,NA
202111,"S08000031",4076,NA,250,NA,56,NA,126,NA,53,NA,15,NA
202111,"S08000032",1248,NA,140,NA,64,NA,54,NA,19,NA,3,NA
202111,"SB0801",2353,NA,134,NA,67,NA,44,NA,23,NA,0,NA
202112,"S08000015",875,NA,99,NA,16,NA,52,NA,30,NA,1,NA
202112,"S08000016",184,NA,10,NA,2,NA,6,NA,2,NA,0,NA
202112,"S08000017",1105,NA,99,NA,15,NA,51,NA,27,NA,6,NA
202112,"S08000019",838,NA,65,NA,15,NA,15,NA,16,NA,19,NA
202112,"S08000020",1766,NA,176,NA,31,NA,66,NA,73,NA,6,NA
202112,"S08000022",679,NA,66,NA,21,NA,23,NA,22,NA,0,NA
202112,"S08000024",2761,NA,258,NA,120,NA,79,NA,45,NA,14,NA
202112,"S08000025",282,NA,27,NA,9,NA,11,NA,7,NA,0,NA
202112,"S08000026",103,NA,6,NA,4,NA,2,NA,0,NA,0,NA
202112,"S08000028",50,NA,6,NA,0,NA,2,NA,0,NA,4,NA
202112,"S08000029",889,NA,52,NA,10,NA,21,NA,21,NA,0,NA
202112,"S08000030",1211,NA,62,NA,16,NA,24,NA,15,NA,7,NA
202112,"S08000031",3975,NA,332,NA,75,NA,144,NA,104,NA,9,NA
202112,"S08000032",1059,NA,101,NA,61,NA,24,NA,14,NA,2,NA
202112,"SB0801",2059,NA,103,NA,48,NA,37,NA,18,NA,0,NA
202201,"S08000015",528,NA,60,NA,14,NA,35,NA,10,NA,1,NA
202201,"S08000016",81,NA,26,NA,1,NA,0,NA,22,NA,3,NA
202201,"S08000017",1255,NA,135,NA,35,NA,77,NA,20,NA,3,NA
202201,"S08000019",409,NA,37,NA,20,NA,6,NA,4,NA,7,NA
202201,"S08000020",1770,NA,160,NA,36,NA,65,NA,43,NA,16,NA
202201,"S08000022",636,NA,62,NA,18,NA,20,NA,24,NA,0,NA
202201,"S08000024",2782,NA,260,NA,105,NA,81,NA,51,NA,23,NA
202201,"S08000025",202,NA,16,NA,9,NA,3,NA,4,NA,0,NA
202201,"S08000026",283,NA,12,NA,5,NA,4,NA,3,NA,0,NA
202201,"S08000028",37,NA,1,NA,0,NA,1,NA,0,NA,0,NA
202201,"S08000029",791,NA,58,NA,10,NA,22,NA,26,NA,0,NA
202201,"S08000030",1236,NA,78,NA,9,NA,32,NA,22,NA,15,NA
202201,"S08000031",3010,NA,239,NA,58,NA,69,NA,98,NA,14,NA
202201,"S08000032",1053,NA,150,NA,84,NA,45,NA,20,NA,1,NA
202201,"SB0801",1971,NA,134,NA,67,NA,51,NA,16,NA,0,NA
202202,"S08000015",952,NA,106,NA,18,NA,45,NA,40,NA,3,NA
202202,"S08000016",256,NA,41,NA,5,NA,1,NA,35,NA,0,NA
202202,"S08000017",1164,NA,105,NA,27,NA,56,NA,19,NA,3,NA
202202,"S08000019",685,NA,51,NA,27,NA,11,NA,7,NA,6,NA
202202,"S08000020",1741,NA,159,NA,48,NA,57,NA,41,NA,13,NA
202202,"S08000022",760,NA,97,NA,28,NA,33,NA,34,NA,2,NA
202202,"S08000024",2934,NA,276,NA,130,NA,78,NA,45,NA,23,NA
202202,"S08000025",303,NA,24,NA,11,NA,5,NA,7,NA,1,NA
202202,"S08000026",195,NA,13,NA,4,NA,9,NA,0,NA,0,NA
202202,"S08000028",95,NA,7,NA,1,NA,4,NA,2,NA,0,NA
202202,"S08000029",1059,NA,60,NA,11,NA,25,NA,24,NA,0,NA
202202,"S08000030",1379,NA,90,NA,26,NA,42,NA,12,NA,10,NA
202202,"S08000031",3746,NA,285,NA,73,NA,99,NA,95,NA,18,NA
202202,"S08000032",1201,NA,115,NA,70,NA,33,NA,7,NA,5,NA
202202,"SB0801",2332,NA,153,NA,77,NA,56,NA,20,NA,0,NA
202203,"S08000015",1122,NA,134,NA,30,NA,77,NA,23,NA,4,NA
202203,"S08000016",424,NA,26,NA,9,NA,5,NA,11,NA,1,NA
202203,"S08000017",1404,NA,139,NA,29,NA,79,NA,24,NA,7,NA
202203,"S08000019",966,NA,102,NA,49,NA,27,NA,19,NA,7,NA
202203,"S08000020",2144,NA,189,NA,55,NA,67,NA,55,NA,12,NA
202203,"S08000022",724,NA,160,NA,29,NA,35,NA,96,NA,0,NA
202203,"S08000024",3464,NA,349,NA,166,NA,114,NA,55,NA,14,NA
202203,"S08000025",323,NA,39,NA,14,NA,4,NA,21,NA,0,NA
202203,"S08000026",244,NA,14,NA,1,NA,9,NA,3,NA,1,NA
202203,"S08000028",115,NA,4,NA,0,NA,2,NA,2,NA,0,NA
202203,"S08000029",1261,NA,82,NA,23,NA,34,NA,25,NA,0,NA
202203,"S08000030",1765,NA,109,NA,29,NA,64,NA,13,NA,3,NA
202203,"S08000031",4068,NA,395,NA,100,NA,132,NA,143,NA,20,NA
202203,"S08000032",1593,NA,216,NA,125,NA,49,NA,38,NA,4,NA
202203,"SB0801",2383,NA,151,NA,80,NA,46,NA,25,NA,0,NA
